artist_id,artist_name,total_followers,genres,popularity
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,20309068,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",93
0uGk2czvcpWQA383Im6ajf,Maggie Lindemann,1749149,"['alt z', 'dance pop', 'dark pop', 'pop', 'post-teen pop']",65
6KImCVD70vtIoJWnq6nGn3,Harry Styles,20792434,['pop'],92
26VFTg2z8YR0cCuwLzESi2,Halsey,17746602,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",82
2cFrymmkijnjDg9SS92EPM,blackbear,4695778,"['electropop', 'pop', 'pop rap']",81
4u5smJBskI6Adzv08PuiUP,Kiiara,844818,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop']",62
74XFHRwlV6OrjEM0A2NCMF,Paramore,6904261,"['candy pop', 'pixie', 'pop emo', 'pop punk']",76
7ygtjsCTrCQZAYYPOne9uE,Erik Santos,610537,['opm'],53
6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,1054468,"['indie folk', 'stomp and holler']",71
4TrraAsitQKl821DQY42cZ,Sigrid,624881,"['dance pop', 'norwegian pop', 'pop']",66
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,7605790,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",77
6vXTefBL93Dj5IqAWq6OTv,French Montana,4483578,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",76
7blkMNJv8n9ceP9zlA4W2U,Shawn Hook,60930,['canadian pop'],45
4xRYI6VqpkE3UwrDrAZL8L,Logic,5711123,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",77
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,13323396,"['melodic rap', 'philly rap', 'rap', 'trap']",85
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,18235577,"['dance pop', 'pop', 'post-teen pop']",82
5pUo3fmmHT8bhCyHE52hA6,Liam Payne,9547058,"['dance pop', 'pop', 'post-teen pop']",66
4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,26711347,"['dance pop', 'pop', 'post-teen pop']",84
4iSU0hKfGnU2nscL5dLi9p,Claudia,20990,['pinoy r&b'],31
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,9308371,"['atl hip hop', 'hip hop', 'rap']",77
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,7433396,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",74
4VkqlQl3hGhxjchI34xp2V,Thyro,10225,['opm'],45
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,6643479,"['dance pop', 'pop', 'pop rap']",79
06HL4z0CvFAxyc27GXpf02,Taylor Swift,53327777,['pop'],93
2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,2383385,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",65
20gsENnposVs2I4rQ5kvrf,Sam Feldt,692235,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",73
1IueXOQyABrMOprrzwQJWN,Sigala,1420775,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",73
7lIVjtsgz0y1oRQFBAVNzq,Mayonnaise,839109,"['opm', 'pinoy rock']",54
41MozSoPIsD1dJM0CLPjZF,BLACKPINK,29991999,"['k-pop', 'k-pop girl group']",79
00TKPo9MxwZ0j4ooveIxWZ,Loote,189014,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'nyc pop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",62
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,1863386,"['pop rap', 'seattle hip hop']",75
4DTbdShHu2RPYEEMUp2XWV,Anjulie,28919,['canadian pop'],57
6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,914684,"['neo mellow', 'piano rock', 'pixie', 'pop punk', 'pop rock']",57
5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,3242972,"['british soul', 'dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'urban contemporary']",66
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,8774344,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'urban contemporary']",72
1bj5GrcLom5gZFF5t949Xl,Martin Solveig,1200943,"['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'tropical house', 'vocal house']",64
6V03b3Y36lolYP2orXn8mV,98º,382276,"['boy band', 'dance pop']",55
5DK8eK7fjvRsziXzyr3sFA,Moon Taxi,172779,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",52
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,33945193,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",88
6LqNN22kT3074XbTVUrhzX,Kesha,7232840,"['dance pop', 'electropop', 'pop', 'post-teen pop']",77
1LOB7jTeEV14pHai6EXSzF,Cash Cash,653801,"['dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'pop', 'pop dance', 'pop edm', 'tropical house']",64
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,22416412,"['dance pop', 'pop', 'post-teen pop']",80
3cjEqqelV9zb4BYE3qDQ4O,EXO,9075149,"['k-pop', 'k-pop boy group']",70
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,20576595,"['hip hop', 'rap', 'slap house', 'trap']",87
0LyfQWJT6nXafLPZqxe9Of,Various Artists,1499010,[],0
57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,6089130,"['pop', 'post-teen pop']",67
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,7309022,"['east coast hip hop', 'hip hop', 'rap']",83
6hIZBf6t4Yy8Lrqj7vPYTr,Jake Zyrus,14217,['opm'],26
25uiPmTg16RbhZWAqwLBy5,Charli XCX,2625527,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk pop']",77
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,3221226,"['belgian dance', 'belgian edm', 'big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",70
1URnnhqYAYcrqrcwql10ft,21 Savage,11201610,"['atl hip hop', 'rap', 'trap']",84
5he5w2lnU9x7JFhnwcekXX,Skrillex,8004126,"['brostep', 'complextro', 'edm', 'electro']",75
1vCWHaC5f2uS3yhpwWbIA6,Avicii,21747602,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",80
2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,2744392,"['opm', 'pinoy reggae', 'pinoy rock']",63
1KCSPY1glIKqW2TotWuXOR,P!nk,13125664,"['dance pop', 'pop']",79
2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks,2098334,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",61
7FgMLbnZVrEnir95O0YujA,Five For Fighting,733077,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",59
1YlibpAvhJBbMZMBwN1KGv,The Juans,758097,['opm'],55
3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,35719,"['acoustic opm', 'opm']",46
7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,910901,"['opm', 'pinoy singer-songwriter']",59
7tYKF4w9nC0nq9CsPZTHyP,SZA,7774700,"['pop', 'r&b']",82
09Xydf4dlkr29dH99DmsvQ,Janine Teñoso,296317,"['opm', 'pinoy singer-songwriter']",53
1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,1412441,"['opm', 'pinoy rock', 'pop rock']",57
1PbBg2aYjWLKRk84zJK15x,Echosmith,577660,"['dance pop', 'indie poptimism', 'pop rock']",58
4kYSro6naA4h99UJvo89HB,Cardi B,20017076,"['dance pop', 'pop', 'pop rap', 'rap']",81
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,15926654,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",85
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,3257746,"['canadian contemporary r&b', 'pop', 'r&b']",77
0eecdvMrqBftK0M1VKhaF4,CNCO,8833819,"['boy band', 'latin', 'latin pop', 'reggaeton']",70
3AVfmawzu83sp94QW7CEGm,Astrid S,1167657,"['alt z', 'dance pop', 'electropop', 'norwegian pop', 'pop', 'post-teen pop', 'tropical house']",67
4YXycRbyyAE0wozTk7QMEq,Matoma,694350,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']",67
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,36456754,"['emo rap', 'miami hip hop']",86
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,1320246,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']",65
7cTXfwpe9peK0UE1bZyIWZ,Pinkfong,155937,"['cartoon', ""children's music"", 'dong-yo']",64
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,2352278,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",76
2JyWXPbkqI5ZJa3gwqVa0c,Craig David,776915,"['british soul', 'dance pop', 'pop rap', 'r&b', 'urban contemporary']",65
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,1914264,"['dance pop', 'dance rock', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",68
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,9481590,"['emo', 'modern rock', 'rock']",77
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,6366404,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",82
6fOMl44jA4Sp5b9PpYCkzz,NF,7034131,"['hip hop', 'pop rap', 'rap']",79
3wyVrVrFCkukjdVIdirGVY,Lil Pump,7971043,"['emo rap', 'miami hip hop', 'rap', 'trap', 'vapor trap']",67
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,817303,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",72
3hyEbRtp617pNCuuQjyOmc,Lost Kings,357424,"['dance pop', 'edm', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",60
2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,2432141,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",56
7dGJo4pcD2V6oG8kP0tJRR,Eminem,55734871,"['detroit hip hop', 'hip hop', 'rap']",89
7eCmccnRwPmRnWPw61x6jM,SHY Martin,256891,"['alt z', 'electropop', 'pop', 'swedish electropop']",63
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,3330982,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",72
1z4g3DjTBBZKhvAroFlhOM,Red Velvet,6950718,"['k-pop', 'k-pop girl group']",73
5ebPSE9YI5aLeZ1Z2gkqjn,Clara Benin,113329,"['opm', 'pinoy indie', 'pinoy singer-songwriter']",48
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,7811194,"['dance pop', 'pop', 'urban contemporary']",76
5fMUXHkw8R8eOP2RNVYEZX,Diplo,2475365,"['edm', 'electro house', 'house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",79
47z7ZrgFoBvVpCnElCE3Zh,Yellow Claw,1000802,"['bass trap', 'edm', 'electro house', 'electronic trap', 'pop dance']",63
7FNnA9vBm6EKceENgCGRMb,Anitta,11670016,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",82
3EXdLajEO02ziZ90P90bSW,Lil Xan,2228362,"['emo rap', 'underground hip hop', 'vapor trap']",60
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,2300613,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",77
4GBFKKuwmZUnAJt6nBal7A,Kamikazee,1067518,"['opm', 'pinoy pop punk', 'pinoy rock']",58
1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,315697,"['classic opm', 'opm', 'soft rock']",51
2G7VQ1kVhVfNagytlousgm,Al James,670281,"['opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",61
4sj6D0zlMOl25nprDJBiU9,Andy Williams,428912,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",56
5lpH0xAS4fVfLkACg9DAuM,Wham!,1921868,"['disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",65
1GlMjIezcLwV3OFlX0uXOv,Lea Salonga,155320,"['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",59
4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,5215555,['opm'],69
0LyfQWJT6nXafLPZqxe9Of,Various Artists,1499010,[],0
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,9543238,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",77
26dSoYclwsYLMAKD3tpOr4,Britney Spears,10884797,"['dance pop', 'pop', 'post-teen pop']",79
0GnuCXvnvVtX5DShryuyp9,Aiza Seguerra,496467,['opm'],49
0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,828251,"['classic opm', 'opm', 'papuri', 'pinoy praise']",52
2H4bbbOohoe9zhqEsiRi7j,ABS-CBN Music All Star,8180,[],28
4cPHsZM98sKzmV26wlwD2W,Brenda Lee,264036,"['adult standards', 'brill building pop', 'lounge', 'rockabilly', 'vocal jazz']",53
2iE18Oxc8YSumAU232n4rW,The Jackson 5,1250461,"['adult standards', 'motown', 'soul']",65
38EmEgXkgK51MT2tPY0EoC,Bobby Helms,24905,['adult standards'],41
6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,5021603,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",71
6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,401548,"['adult standards', 'easy listening', 'lounge']",53
11W91yRxIo7Mw75LClgrGx,Lyca Gairanod,24735,['deep talent show'],34
2aiQfmxcWSx7RrqSVbhiFX,Maria Aragon,890,[],7
7vjoSmk5jVvRXNiKIDMox1,Alisah Bonaobra,1858,[],22
0YaTdozvKSQ2UkOTTONmSJ,Rachelle Ann Go,422688,['opm'],48
6jtan6NPL80JFme8IkFiy7,Janice Javier,2328,[],27
7v4imS0moSyGdXyLgVTIV7,Nat King Cole,1832902,"['adult standards', 'lounge', 'vocal jazz']",65
1AwO9pWEBSBoWdEZu28XDC,Eartha Kitt,143861,"['adult standards', 'lounge', 'torch song', 'vocal jazz']",47
5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,2169955,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']",66
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,5351408,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']",72
5EUahD2aecNM2phblhyVFi,Bamboo,6790,[],27
26AHtbjWKiwYzsoGoUZq53,Pentatonix,3316201,['a cappella'],64
0SG7a26LiFGt8E0olaIOpx,Acapellago,2660,[],6
7AKHnZVqwXYuUwWJ8UGL5q,Girls' Generation-TTS,559016,"['k-pop', 'k-pop girl group']",37
0SCbttzoZTnLFebDYmAWCm,Glee Cast,1463527,"['glee club', 'hollywood', 'post-teen pop']",71
65kpH75MFCBJhLy7qvVl6A,Aegis,194832,"['classic opm', 'opm']",47
3wNylAjJX1PiCpMKx8Lrfp,Regine Velasquez,1355900,"['classic opm', 'opm']",58
35S20clEkkSNUo23ViaslZ,Band Aid,22328,['musical advocacy'],34
4w9rFB4pUAUO3OloDQ6wn7,Jamie Rivera,118929,"['classic opm', 'opm', 'papuri', 'pinoy praise']",44
1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,5579630,"['adult standards', 'easy listening', 'lounge']",74
2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,3208725,"['boy band', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'teen pop']",72
0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,427838,['opm'],43
3qZNpgS5OAdktfruSjjLeY,Benni Sparks,635,[],17
6Paz0vXJJ9bCPf0fEm3qzg,Dagny,144679,"['dance pop', 'electropop', 'indie poptimism', 'norwegian pop', 'tropical house']",59
0XNvr6bnNywV946ZKaJtr0,Joakim Lundell,128633,['swedish pop'],46
0lslA51eKXwTUY0TSX9Emy,Marion Aunor,32469,['opm'],40
5Xcbv83o11Ez2XPHa1n8Pf,AmPm,42665,['japanese dance pop'],44
62Jfwxon19ZOT9eSL6bvtY,Sweater Beats,42601,"['gauze pop', 'vapor twitch']",43
2TX325jFbZFpe2OGZNo4Lx,Markus,3591,['pinoy singer-songwriter'],30
3koiLjNrgRTNbOwViDipeA,Marvin Gaye,4578561,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']",72
,Michael Jackson,22822458,"['pop', 'r&b', 'soul']",80
,Macklemore & Ryan Lewis,2576279,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",72
,Matt Terry,125212,['talent show'],43
,Orange & Lemons,676384,"['opm', 'pinoy indie', 'pinoy rock']",53
,Bosx1ne,146501,"['pinoy hip hop', 'pinoy r&b', 'tagalog rap']",52
,John Roa,1109029,['opm'],59
6U1dBXJhC8gXFjamvFTmHg,Zac Efron,744268,"['hollywood', 'post-teen pop', 'show tunes']",68
0touaoSr4QOLYxBJ9lmGgK,Karencitta,136987,"['pinoy edm', 'pinoy r&b', 'pinoy trap', 'vispop']",38
7HV2RI2qNug4EcQqLbCAKS,Keala Settle,143891,"['broadway', 'hollywood', 'show tunes']",64
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,2893800,"['irish rock', 'pop rock']",71
17Do37U0HEbxu1tOrKH8dL,Nadine Lustre,213445,"['opm', 'pinoy r&b']",46
6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,1202151,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",55
4WN5naL3ofxrVBgFpguzKo,Rudimental,1325955,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",68
3mPc8WGusz2XF3Tvs3AKCR,Carlie Hanson,381967,"['alt z', 'dance pop', 'electropop', 'indie electropop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']",53
4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,5016531,"['dance pop', 'electropop', 'pop']",73
0LyOADBjj28cbvJWTXUEGA,Loren Allred,100491,"['deep talent show', 'hollywood', 'movie tunes']",59
2cQr2KbzdRtIFlfbHGnNsL,Ziv Zaifman,9960,['show tunes'],56
5F1aoppMtU3OMiltO8ymJ2,Hugh Jackman,566343,"['hollywood', 'show tunes']",67
4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,1941723,"['opm', 'pinoy indie', 'pinoy trap']",59
2LAqcqAQ8KPTsl1HBgBrqM,Michelle Williams,9354,['hollywood'],59
6Y20PijIkUoCtuvtkz37dO,Austyn Johnson,5069,['show tunes'],45
0vqJkZ0RpLZixt3lTmD8vP,Whethan,243905,"['edm', 'electropop', 'hyperpop', 'indie poptimism', 'tropical house', 'vapor soul', 'vapor twitch']",63
6k0IBR0lU42s2GYpNX7kA9,Brian McKnight,1235851,"['contemporary r&b', 'dance pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",60
3NRFinRTEqUCfaTTZmk8ek,Savage Garden,1010534,"['boy band', 'dance pop', 'europop', 'pop rock']",63
4am1I89OWXUzFh4ctRLkdd,Elliott Yamin,107614,[],44
2NzWRNaaLByHyI3wpuec8P,Jim Brickman,98558,"['new age', 'new age piano']",55
4TEJudQY2pXxVHPE3gD2EU,BlocBoy JB,1371628,"['memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap']",61
5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,4177298,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",73
28ExwzUQsvgJooOI0X1mr3,Jay Rock,1248937,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",70
4qFxP3qN9GsnZDOkAE6x2m,December Avenue,4470052,"['opm', 'pinoy pop punk']",63
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,8538278,"['boy band', 'dance pop', 'pop', 'post-teen pop']",79
6ueGR6SWhUJfvEhqkvMsVs,Janelle Monáe,1219843,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b', 'urban contemporary']",66
23zg3TcAtWQy7J6upgbUnj,Usher,9682652,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",78
0b1sIQumIAsNbqAoIClSpy,j-hope,10183916,"['k-pop', 'k-rap']",62
38CvLGTsjtoloDgv3OKQp8,Robinson,93235,"['alt z', 'australian pop', 'electropop', 'indie electropop', 'nz pop']",49
3Hvxz2oZPYuo61ChHKcqQI,Autotelic,191441,"['opm', 'pinoy indie', 'pinoy rock']",40
5RR0MLwcjc87wjSw2JYdwx,MOMOLAND,3236455,"['k-pop', 'k-pop girl group']",58
6beUvFUlKliUYJdLOXNj9C,King Princess,1487774,"['alt z', 'art pop', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop']",61
3Isy6kedDrgPYoTS1dazA9,Sean Paul,3884511,"['dance pop', 'dancehall', 'pop', 'pop rap']",80
4mrrcDjpjUq27YEGwlisgs,Gracenote,36386,"['opm', 'pinoy indie', 'pinoy rock']",40
1tqhsYv8yBBdwANFNzHtcr,Lil Dicky,1886574,"['comedy rap', 'pop rap', 'rap']",62
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,605002,['israeli pop'],68
33W1pnW9zScZtYTnAoWnOT,Mr. Probz,318126,"['dutch hip hop', 'tropical house']",64
5wPoxI5si3eJsYYwyXV4Wi,N.E.R.D,747140,"['hip hop', 'virginia hip hop']",58
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,2842922,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",69
5jAMCwdNHWr7JThxtMuEyy,NOTD,232259,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']",66
3JXpwnHbLvXxY99EuXqFPX,Poo Bear,41977,['pop r&b'],60
7n2Ycct7Beij7Dj7meI4X0,TWICE,13522357,"['k-pop', 'k-pop girl group']",80
3CjlHNtplJyTf9npxaPl5w,CHVRCHES,1304960,"['dance pop', 'electropop', 'indie pop', 'metropopolis', 'neo-synthpop', 'shimmer pop']",65
2KU7pJgPoJC3uwJRZPYQ8G,BATE,1313,['malaysian indie'],20
25tMQOrIU4LlUo6Sv8v5SE,Gavin James,647066,"['irish pop', 'neo mellow', 'pop', 'pop rock', 'viral pop']",63
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,16814889,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",85
5iNrZmtVMtYev5M9yoWpEq,Seeb,282383,"['dance pop', 'edm', 'electro house', 'norwegian pop', 'pop', 'pop dance', 'pop edm', 'tropical house']",68
63gbXCha1jpkrJJ9K5gGpR,ELI,29246,['german pop'],46
3zDRCqOhJXJfS2YWOEwGMC,Christopher,230492,['danish pop'],58
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,25068626,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",85
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,62520419,"['art pop', 'electropop', 'pop']",87
1frSJ3BwjRHE9jgMRQV5wC,Zookeepers,8115,['bass trap'],45
7aD2Ni3fUu66gklUFlvJi5,Kyle Juliano,144221,['opm'],46
2ZuweXv0TkfsidZOLZZoM2,HEDEGAARD,66474,"['danish electronic', 'scandipop']",58
4ScCswdRlyA23odg9thgIO,Jess Glynne,2746896,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",72
39rKElzF7q6K4O2flycSEc,Chlara,44316,"['channel pop', 'opm', 'viral pop']",49
2gBjLmx6zQnFGQJCAQpRgw,Nelly,2130613,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",75
5vBSrE1xujD2FXYRarbAXc,Years & Years,1890856,"['dance pop', 'edm', 'electropop', 'gauze pop', 'pop', 'pop dance', 'tropical house']",71
2DaxqgrOhkeH0fpeiQq2f4,Oasis,7355069,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",75
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,3972710,"['hip hop', 'pop', 'pop rap']",81
3mIj9lX2MWuHmhNCA7LSCW,The 1975,5567940,"['modern alternative rock', 'modern rock', 'pop', 'rock']",73
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,24003861,"['chicago rap', 'melodic rap']",89
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,17291475,"['chicago rap', 'rap']",90
5cYJYBMg1n71v7cvthr1SO,The Itchyworms,952384,"['opm', 'pinoy rock']",55
5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,3498208,"['alt z', 'dream smp', 'electropop', 'pop']",76
7uMh23xWiuR7zsNkuNcm2G,MNEK,269368,"['tropical house', 'uk contemporary r&b', 'uk dance']",73
1ySGjTzzgiL3khDY9awOGU,Andrea Babierra,1712,['opm'],20
1AhjOkOLkbHUfcHDSErXQs,88rising,806654,"['asian american hip hop', 'pop']",69
5LHRHt1k9lMyONurDHEdrp,Tyga,6577743,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",80
4VMYDCV2IEDYJArk749S6m,Daddy Yankee,27488027,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",88
20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,11359629,['modern rock'],79
4fpTMHe34LC5t3h5ztK8qu,The Carters,1367052,"['pop', 'r&b', 'urban contemporary']",55
7HkdQ0gt53LP4zmHsL0nap,Ella Mai,4345355,"['dance pop', 'pop', 'pop rap', 'r&b', 'uk contemporary r&b', 'urban contemporary']",71
3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker,1971698,"['electropop', 'pop']",73
7CQwac16i1W5ej8YpuL3dv,Boyce Avenue,2974164,"['acoustic cover', 'neo mellow', 'pop', 'viral pop']",72
40JlNF1w2OiSOyj1nC4y0I,Joseph Vincent,315149,['viral pop'],61
1uuV1avDy9Eup5gYHXVG05,Amber Leigh Irish,20417,"['acoustic cover', 'channel pop', 'viral pop']",53
7HXBbxW6YwU8lvgBew2p2A,Matt Johnson,35192,"['acoustic cover', 'neo mellow', 'viral pop']",57
5JMLG56F1X5mFmWNmS0iAp,Chelsea Cutler,575795,"['alt z', 'electropop', 'pop', 'tropical house']",70
6t1gpxYbY8OlLA7D2RiikQ,Loud Luxury,528785,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",66
30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,238848,"['opm', 'pinoy indie']",52
5CiGnKThu5ctn9pBxv7DGa,benny blanco,903261,"['pop', 'pop rap']",71
5qRSs6mvI17zrkJpOHkCoM,iKON,3290972,"['k-pop', 'k-pop boy group']",64
1klFdLh3pak3eOtJP0styY,Triple H,504709,['k-pop'],39
